X,Y,OBJECT_ID,KODE_DESA,DESA,KODE,PROVINSI,KAB_KOTA,KECAMATAN,DESA_KELUR,JUMLAH_PEN,Nama_provinsi,nama_kota,nama_kecamatan,nama_kelurahan,POSITIF,Meninggal,Month,Year,Month_Year,PROX_ATTRACTION,PROX_KINDERGARTENS,PROX_SCHOOL,PROX_TERMINAL,PROX_HEALTHCARE
-3631758.04512263,680323.964204929,25544,3174051003,CIPULIR,317405,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,48638,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,2703,54,Aug,2021,Aug_2021,0.202672063115572,0.866042076067594,1.34742434773591,20.8004991575601,20.8004991575601
-3630797.57514975,681553.403261631,25546,3174051005,GROGOL SELATAN,317405,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,54015,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,2963,48,Aug,2021,Aug_2021,1.0109484216935,0.373765283752707,0.996356869679731,20.845767178433,20.845767178433
-3626953.11508544,682143.892698464,25558,3174071006,SENAYAN,317407,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,3408,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,927,2,Aug,2021,Aug_2021,1.21115145946867,0.719689063950254,1.75031251303987,23.8005526338787,23.8005526338787
-3627943.26037237,671219.551780789,25550,3174061003,PONDOK LABU,317406,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,PONDOK LABU,55767,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,PONDOK LABU,3811,60,Aug,2021,Aug_2021,0.245118282015326,0.591934927063189,2.68784360257225,29.8332172023167,29.8332172023167
-3628822.10583361,676202.210437319,25551,3174061004,GANDARIA SELATAN,317406,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,26710,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,2028,30,Aug,2021,Aug_2021,1.41450008957494,0.731274465646895,1.28157493885415,25.7017438127869,25.7017438127869
-3627231.40886833,676076.709624012,25552,3174061005,CIPETE SELATAN,317406,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,32280,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,2390,45,Aug,2021,Aug_2021,1.61271859406652,1.32843350457112,1.49451762079929,26.9916833641754,26.9916833641754
-3627820.06463122,678600.916235578,25559,3174071007,PULO,317407,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,PULO,6776,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,PULO,709,10,Aug,2021,Aug_2021,1.93409137677849,0.732780447438541,1.78410807737951,24.9796634434436,24.9796634434436
-3629203.91414301,677899.893465128,25561,3174071009,GANDARIA UTARA,317407,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,48110,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,3358,52,Aug,2021,Aug_2021,1.79731087826479,0.18255293676403,0.240923766515029,24.3102612709612,24.3102612709612
-3634221.37593489,679464.572156184,25578,3174101004,PETUKANGAN SELATAN,317410,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,45231,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,2812,34,Aug,2021,Aug_2021,0.407766499357952,1.03016729177469,1.53930141729903,19.5319114727738,19.5319114727738
-3623044.41978136,677611.951642645,25564,3174081002,KALIBATA,317408,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,51670,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,3991,75,Aug,2021,Aug_2021,1.38980056447813,0.234391721096845,0.935278198620757,29.4823759255376,29.4823759255376
-3620863.64009191,678456.934119912,25565,3174081003,RAWAJATI,317408,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWAJATI,24671,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWA JATI,2452,31,Aug,2021,Aug_2021,1.89807762584871,1.42579766076679,1.45300391315649,30.914336556704,30.914336556704
-3622570.75903095,669449.040919854,25572,3174091004,LENTENG AGUNG,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,65606,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,4147,63,Aug,2021,Aug_2021,1.77445869051818,1.99745020923946,2.22311153013729,34.871744750755,34.871744750755
-3624882.27631688,669358.367083694,25569,3174091001,JAGAKARSA,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,75047,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,6547,97,Aug,2021,Aug_2021,2.33275121586026,2.21676898390465,1.78597156107908,33.2860488838354,33.2860488838354
-3626861.71505986,665443.305573707,25574,3174091006,CIPEDAK,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,45772,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,3311,48,Aug,2021,Aug_2021,3.58385889122702,0.377204430386847,2.19278321397036,34.9676653427686,34.9676653427686
-3632682.15625199,676097.054095282,25576,3174101002,BINTARO,317410,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,63832,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,3841,79,Aug,2021,Aug_2021,1.81526613930072,0.644849996639997,2.2625518724535,23.037153800831,23.037153800831
-3619448.07916988,684621.294171408,25580,3175011001,PISANGAN BARU,317501,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,38845,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,2519,45,Aug,2021,Aug_2021,0.812614397957158,0.00772095287627163,1.68886905899466,29.7539043581571,29.7539043581571
-3621244.05320978,685113.778956908,25584,3175011005,KEBON MANGGIS,317501,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,20178,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,1652,31,Aug,2021,Aug_2021,0.82090362267753,0.272604096596436,0.531701347623361,27.8931363887492,27.8931363887492
-3619484.05771282,685718.553769946,25585,3175011006,UTAN KAYU SELATAN,317501,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,40810,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,3608,69,Aug,2021,Aug_2021,1.89873879943758,0.200141753098535,1.41792311295284,29.4066819967915,29.4066819967915
-3615257.24357796,686162.230725369,25589,3175021004,JATINEGARA KAUM,317502,DKI JAKARTA,JAKARTA TIMUR,PULOGADUNG,JATINEGARA KAUM,30189,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,1666,33,Aug,2021,Aug_2021,4.93482602212786,0.890768507985883,1.28712909476908,33.3963680032859,33.3963680032859
-3615903.04430785,687155.462142834,25592,3175021007,JATI,317502,DKI JAKARTA,JAKARTA TIMUR,PULOGADUNG,JATI,39694,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,2879,57,Aug,2021,Aug_2021,4.97887871449957,0.623321673446858,0.952266018114265,32.5559995264143,32.5559995264143
-3616648.19301488,682875.074874785,25598,3175031006,CIPINANG MUARA,317503,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,67965,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,4807,113,Aug,2021,Aug_2021,3.10300666677546,0.343041264351871,1.50322723335461,32.9604383038335,32.9604383038335
-3617713.02985638,682442.739456431,25599,3175031007,CIPINANG BESAR SELATAN,317503,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,43554,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,2550,43,Aug,2021,Aug_2021,2.34038673082746,0.328991798308294,0.719230838103391,32.103135097946,32.103135097946
-3617968.92772651,683833.917146097,25600,3175031008,CIPINANG BESAR UTARA,317503,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,59863,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,2746,56,Aug,2021,Aug_2021,1.63380212346507,0.157839311755548,0.971758955144445,31.4031881979368,31.4031881979368
-3619030.55633523,674430.593176411,25602,3175041002,TENGAH,317504,DKI JAKARTA,JAKARTA TIMUR,KRAMATJATI,TENGAH,54617,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,3399,72,Aug,2021,Aug_2021,3.52595224670036,1.36540055266378,2.96131970531861,34.5835858988772,34.5835858988772
-3617485.21621997,673690.813614901,25603,3175041003,DUKUH,317504,DKI JAKARTA,JAKARTA TIMUR,KRAMATJATI,DUKUH,30640,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,DUKUH,2089,37,Aug,2021,Aug_2021,1.84238414965151,1.8810665423479,3.07175406903449,36.2806527398017,36.2806527398017
-3620900.74078654,675367.635325144,25605,3175041005,BALEKAMBANG,317504,DKI JAKARTA,JAKARTA TIMUR,KRAMATJATI,BALEKAMBANG,35376,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,2126,33,Aug,2021,Aug_2021,1.52802753484256,1.76556965917999,1.66166625837044,32.5086171336498,32.5086171336498
-3619538.3399576,677949.724163436,25606,3175041006,CILILITAN,317504,DKI JAKARTA,JAKARTA TIMUR,KRAMATJATI,CILILITAN,49559,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,3457,69,Aug,2021,Aug_2021,2.65485866966588,2.17566113274674,2.7553658617029,32.3188574593855,32.3188574593855
-3620657.41008696,668113.547664204,25611,3175051004,KALISARI,317505,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,KALISARI,52424,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,KALISARI,4395,89,Aug,2021,Aug_2021,3.60420950579552,1.21231777486023,0.273115955580142,37.1828945999191,37.1828945999191
-3612952.22836562,682169.799353002,25620,3175071001,DUREN SAWIT,317507,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,74118,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,5392,106,Aug,2021,Aug_2021,3.72808483373943,0.930006209177931,2.43937153100064,36.6886562477608,36.6886562477608
-3614233.95551198,684093.524264998,25622,3175071003,KLENDER,317507,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,86925,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,4518,105,Aug,2021,Aug_2021,4.18905741872047,0.207757584395603,1.72559800735441,34.9006043409976,34.9006043409976
-3609651.03582896,683461.889583399,25626,3175071007,PONDOK KOPI,317507,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,43303,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,2513,62,Aug,2021,Aug_2021,1.14828404298983,0.387409481598652,0.709287970158593,39.4874631551935,39.4874631551935
-3616621.00951066,674413.494454042,25628,3175081002,PINANGRANTI,317508,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,PINANGRANTI,33350,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,PINANG RANTI,2320,40,Aug,2021,Aug_2021,1.73782581044376,1.83567980650277,2.02118438369435,36.6223883496237,36.6223883496237
-3617852.2848425,678926.359976394,25629,3175081003,KEBON PALA,317508,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,KEBON PALA,57830,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,KEBON PALA,3950,73,Aug,2021,Aug_2021,4.6032516362593,2.25073601134469,3.79087161711563,33.3629262961228,33.3629262961228
-3617381.79939022,669768.975293676,25632,3175091001,CIRACAS,317509,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,CIRACAS,78952,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,CIRACAS,5740,110,Aug,2021,Aug_2021,3.45484596098014,0.816865169995532,0.613663310575002,38.6283605607707,38.6283605607707
-3615066.35507354,669380.359357097,25637,3175101001,CIPAYUNG,317510,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,31625,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,3546,39,Aug,2021,Aug_2021,3.5655437335251,1.86788876900701,1.75943115460568,40.7173701423843,40.7173701423843
-3622932.02890974,690590.445045825,25395,3171031001,KEMAYORAN,317103,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,26177,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,2555,42,Aug,2021,Aug_2021,0.649715739416304,0.44520692309123,0.552453444653175,25.0640513603564,25.0640513603564
-3621756.03928446,690586.253266454,25402,3171031008,UTAN PANJANG,317103,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,37531,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,1954,36,Aug,2021,Aug_2021,0.778681323839115,0.239624966853745,1.60710306089755,26.2323889825435,26.2323889825435
-3617988.55588974,685152.141674308,25587,3175021002,PISANGAN TIMUR,317502,DKI JAKARTA,JAKARTA TIMUR,PULOGADUNG,PISANGAN TIMUR,50332,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,3329,46,Aug,2021,Aug_2021,2.09061545308221,0.331404945617521,1.94738306727706,30.9996205253982,30.9996205253982
-3616463.31069423,696961.768030683,25443,3172031004,RAWA BADAK UTARA,317203,DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,43557,DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,2230,41,Aug,2021,Aug_2021,1.78348275003641,0.303821107676907,0.72591195913874,31.5309412691601,31.5309412691601
-3630261.26022772,688141.768976666,25469,3173021005,TANJUNG DUREN SELATAN,317302,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,30306,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,2781,46,Aug,2021,Aug_2021,0.837506696218918,0.475907766204798,0.479715792693037,18.3826842648631,18.3826842648631
-3630710.69481707,692134.062642173,25470,3173021006,JELAMBAR BARU,317302,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,46743,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,3212,40,Aug,2021,Aug_2021,1.74211688346345,0.694142900872152,1.41355603079041,17.16671703671,17.16671703671
-3621913.7315699,691534.679080854,25396,3171031002,KEBON KOSONG,317103,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,37472,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,3113,48,Aug,2021,Aug_2021,0.348124908355563,0.255205163742965,1.49874793305704,25.9831819493902,25.9831819493902
-3620922.24784386,691489.052939449,25398,3171031004,SERDANG,317103,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,37782,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,2811,58,Aug,2021,Aug_2021,1.23345718455148,0.0642412491778313,2.43978383419412,26.9751746535857,26.9751746535857
-3623163.21842577,691209.257507179,25399,3171031005,GUNUNG SAHARI SELATAN,317103,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,24164,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,1961,35,Aug,2021,Aug_2021,0.379514565204753,0.508182466603435,0.262351083777287,24.7671558448366,24.7671558448366
-3619580.17639735,690981.160532467,25401,3171031007,SUMUR BATU,317103,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,28834,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,2329,44,Aug,2021,Aug_2021,2.57109806116186,0.289580946294778,2.77680377891093,28.3557287916584,28.3557287916584
-3625668.08289307,690474.32722151,25388,3171011005,KEBON KELAPA,317101,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,KEBON KELAPA,12858,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,KEBON KELAPA,957,12,Aug,2021,Aug_2021,0.403748881413988,1.11256910904042,0.0704894008908585,22.3661580460831,22.3661580460831
-3628292.14901187,690394.28172707,25389,3171011006,DURI PULO,317101,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,DURI PULO,25256,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,DURI PULO,1450,28,Aug,2021,Aug_2021,1.08171943364334,0.448149540029046,0.925352621478524,19.7840770994754,19.7840770994754
-3624668.59705507,692009.899966273,25392,3171021003,KARTINI,317102,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,KARTINI,28269,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,KARTINI,1893,36,Aug,2021,Aug_2021,0.890262992195329,0.52625028868173,0.764986126558058,23.2006476389282,23.2006476389282
-3623983.97497684,692534.94997876,25393,3171021004,GUNUNG SAHARI UTARA,317102,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,20677,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,1727,37,Aug,2021,Aug_2021,0.61054248353598,0.795430689153187,0.327504899300941,23.8544809940908,23.8544809940908
-3625273.64267305,688893.393372337,25384,3171011001,GAMBIR,317101,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,GAMBIR,3088,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,GAMBIR,1217,13,Aug,2021,Aug_2021,0.540045121029842,1.42078728350975,1.2937844819079,23.0273062228319,23.0273062228319
-3627715.01004427,689170.556097667,25385,3171011002,CIDENG,317101,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,CIDENG,19216,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,CIDENG,1745,29,Aug,2021,Aug_2021,1.69866094017385,1.2564135244915,1.03455415144786,20.5820984000018,20.5820984000018
-3626639.25352773,689010.510386682,25387,3171011004,PETOJO SELATAN,317101,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,18388,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,1668,24,Aug,2021,Aug_2021,1.60190972348567,1.07602949187047,0.908594181084013,21.6672183732951,21.6672183732951
-3622508.19261795,686832.540875752,25404,3171041002,KENARI,317104,DKI JAKARTA,JAKARTA PUSAT,SENEN,KENARI,11582,DKI JAKARTA,JAKARTA PUSAT,SENEN,KENARI,1156,19,Aug,2021,Aug_2021,0.961391377609006,1.30221233743916,0.738598274300186,26.1959282281381,26.1959282281381
-3621731.59996146,686900.703938872,25405,3171041003,PASEBAN,317104,DKI JAKARTA,JAKARTA PUSAT,SENEN,PASEBAN,29659,DKI JAKARTA,JAKARTA PUSAT,SENEN,PASEBAN,2540,37,Aug,2021,Aug_2021,1.61882957594298,1.09306644097793,0.857961807408591,26.9298583680648,26.9298583680648
-3622643.57234296,688148.137041721,25406,3171041004,KRAMAT,317104,DKI JAKARTA,JAKARTA PUSAT,SENEN,KRAMAT,36350,DKI JAKARTA,JAKARTA PUSAT,SENEN,KRAMAT,1984,45,Aug,2021,Aug_2021,1.81649701079625,0.889325992662445,0.567513843880096,25.7549003847892,25.7549003847892
-3623441.65663941,688129.88443887,25407,3171041005,KWITANG,317104,DKI JAKARTA,JAKARTA PUSAT,SENEN,KWITANG,19303,DKI JAKARTA,JAKARTA PUSAT,SENEN,KWITANG,1213,23,Aug,2021,Aug_2021,1.05724829769053,0.346793538230494,0.389210191517806,24.9794710622214,24.9794710622214
-3620379.52025296,688764.9283457,25410,3171051002,CEMPAKA PUTIH BARAT,317105,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,44664,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,4078,73,Aug,2021,Aug_2021,3.05611905691502,1.18430898995096,1.3282513766641,27.8580678754856,27.8580678754856
-3622232.67586128,685730.064292003,25413,3171061002,PEGANGSAAN,317106,DKI JAKARTA,JAKARTA PUSAT,MENTENG,PEGANGSAAN,29254,DKI JAKARTA,JAKARTA PUSAT,MENTENG,PEGANGSAAN,1957,49,Aug,2021,Aug_2021,0.990330447006651,0.537977438085402,0.629807399262263,26.7654009560782,26.7654009560782
-3624768.62387311,686899.597497892,25415,3171061004,GONDANGDIA,317106,DKI JAKARTA,JAKARTA PUSAT,MENTENG,GONDANGDIA,4956,DKI JAKARTA,JAKARTA PUSAT,MENTENG,GONDANGDIA,664,8,Aug,2021,Aug_2021,0.864800713197204,1.11749918286374,0.493119991455568,24.0005429721411,24.0005429721411
-3624710.54750152,687782.965220466,25416,3171061005,KEBON SIRIH,317106,DKI JAKARTA,JAKARTA PUSAT,MENTENG,KEBON SIRIH,15702,DKI JAKARTA,JAKARTA PUSAT,MENTENG,KEBON SIRIH,985,15,Aug,2021,Aug_2021,0.327562738889611,1.15447434689496,0.479547758965903,23.8253468754009,23.8253468754009
-3628211.8484747,683440.860215232,25417,3171071001,GELORA,317107,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,GELORA,4002,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,GELORA,513,7,Aug,2021,Aug_2021,1.13400478240397,1.19004756806241,1.35781723170536,22.0793087382662,22.0793087382662
-3627296.91648169,684514.55547501,25418,3171071002,BENDUNGAN HILIR,317107,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,27144,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,2067,40,Aug,2021,Aug_2021,1.18605110123728,0.579110569680589,0.719881510469262,22.4396653753988,22.4396653753988
-3626326.31394771,684784.737498216,25419,3171071003,KARET TENGSIN,317107,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,24318,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,1675,24,Aug,2021,Aug_2021,0.833681834505812,0.603025768437047,1.07703938946853,23.2265534224484,23.2265534224484
-3626408.73937283,686981.760967494,25422,3171071006,KEBON KACANG,317107,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,27319,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,1630,40,Aug,2021,Aug_2021,1.01488735187274,0.551165543861964,1.02945903607987,22.4059226798552,22.4059226798552
-3626617.13091308,687641.70852446,25423,3171071007,KAMPUNG BALI,317107,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,14889,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,725,16,Aug,2021,Aug_2021,0.652143015155896,0.612083806398278,1.69171143479829,22.0192214193507,22.0192214193507
-3621219.49690167,687949.092953721,25424,3171081001,JOHAR BARU,317108,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,46777,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,3959,64,Aug,2021,Aug_2021,2.66119021712669,1.44221624308629,1.30460596704364,27.1890447595512,27.1890447595512
-3621531.27008991,689167.693260615,25426,3171081003,GALUR,317108,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,GALUR,23288,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,GALUR,1106,21,Aug,2021,Aug_2021,2.18380383467827,0.298880950934696,1.82683070936091,26.6546129789929,26.6546129789929
-3622298.57948464,688728.539841034,25427,3171081004,TANAH TINGGI,317108,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,48219,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,2080,42,Aug,2021,Aug_2021,2.34702840037468,1.03324672206146,1.13746342780314,25.9770825851854,25.9770825851854
-3629252.41991255,695768.719460956,25428,3172011001,PENJARINGAN,317201,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,109567,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,4641,67,Aug,2021,Aug_2021,1.23199088030996,0.971627377638505,1.38748841370261,18.6883610482993,18.6883610482993
-3634070.29254901,695392.958806262,25430,3172011003,KAPUK MUARA,317201,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,43025,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,2716,28,Aug,2021,Aug_2021,4.83920473234284,1.73153066892706,1.23817762167435,13.8606671713602,13.8606671713602
-3631131.42234807,693824.94717711,25431,3172011004,PEJAGALAN,317201,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,90327,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,5981,78,Aug,2021,Aug_2021,2.3994120276571,0.579428028792159,1.11720345901834,16.6847082138187,16.6847082138187
-3618991.7948972,698176.730459215,25433,3172021001,TANJUNG PRIOK,317202,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,43623,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,2442,48,Aug,2021,Aug_2021,0.356849853935457,0.302323749993939,1.71737161076137,29.1837900159018,29.1837900159018
-3618939.36558202,692623.210838156,25434,3172021002,SUNTER JAYA,317202,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,77553,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,6024,100,Aug,2021,Aug_2021,3.47218282932827,0.697699757467978,3.8899419871581,28.8918089974136,28.8918089974136
-3620982.43723611,694235.221171031,25438,3172021006,SUNTER AGUNG,317202,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,87165,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,5740,109,Aug,2021,Aug_2021,2.59988170626752,0.598525521483156,2.45279396065131,26.8396854187533,26.8396854187533
-3612278.24350855,693510.688891572,25447,3172041002,SUKAPURA,317204,DKI JAKARTA,JAKARTA UTARA,CILINCING,SUKAPURA,69673,DKI JAKARTA,JAKARTA UTARA,CILINCING,SUKAPURA,2801,49,Aug,2021,Aug_2021,5.08716904452853,0.728699737873633,3.80345502779908,35.5364976399813,35.5364976399813
-3608300.91811473,698452.733991959,25448,3172041003,MARUNDA,317204,DKI JAKARTA,JAKARTA UTARA,CILINCING,MARUNDA,35650,DKI JAKARTA,JAKARTA UTARA,CILINCING,MARUNDA,1178,19,Aug,2021,Aug_2021,2.88313675858855,1.71415744045012,0.791886686386972,39.8104657552078,39.8104657552078
-3611881.92051454,697185.790471558,25450,3172041005,SEMPER TIMUR,317204,DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER TIMUR,44903,DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER TIMUR,2208,46,Aug,2021,Aug_2021,1.46934146048574,2.19479702616877,2.05256678587206,36.111087053723,36.111087053723
