X,Y,OBJECT_ID,KODE_DESA,DESA,KODE,PROVINSI,KAB_KOTA,KECAMATAN,DESA_KELUR,JUMLAH_PEN,Nama_provinsi,nama_kota,nama_kecamatan,nama_kelurahan,POSITIF,Meninggal,Month,Year,Month_Year
-3634221.37593489,679464.572156184,25578,"3174101004",PETUKANGAN SELATAN,317410,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,45231,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,1204,17,Mar,"2021",Mar_2021
-3634221.37593489,679464.572156184,25578,"3174101004",PETUKANGAN SELATAN,317410,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,45231,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,1278,18,Apr,"2021",Apr_2021
-3634221.37593489,679464.572156184,25578,"3174101004",PETUKANGAN SELATAN,317410,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,45231,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,1344,20,May,"2021",May_2021
-3634221.37593489,679464.572156184,25578,"3174101004",PETUKANGAN SELATAN,317410,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,45231,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,1701,21,Jun,"2021",Jun_2021
-3634221.37593489,679464.572156184,25578,"3174101004",PETUKANGAN SELATAN,317410,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,45231,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,2671,31,Jul,"2021",Jul_2021
-3634221.37593489,679464.572156184,25578,"3174101004",PETUKANGAN SELATAN,317410,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,45231,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,2812,34,Aug,"2021",Aug_2021
-3623044.41978136,677611.951642645,25564,"3174081002",KALIBATA,317408,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,51670,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,1,0,Mar,"2020",Mar_2020
-3623044.41978136,677611.951642645,25564,"3174081002",KALIBATA,317408,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,51670,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,8,0,Apr,"2020",Apr_2020
-3623044.41978136,677611.951642645,25564,"3174081002",KALIBATA,317408,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,51670,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,19,0,May,"2020",May_2020
-3623044.41978136,677611.951642645,25564,"3174081002",KALIBATA,317408,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,51670,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,28,1,Jun,"2020",Jun_2020
-3623044.41978136,677611.951642645,25564,"3174081002",KALIBATA,317408,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,51670,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,59,1,Jul,"2020",Jul_2020
-3623044.41978136,677611.951642645,25564,"3174081002",KALIBATA,317408,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,51670,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,117,1,Aug,"2020",Aug_2020
-3623044.41978136,677611.951642645,25564,"3174081002",KALIBATA,317408,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,51670,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,230,4,Sep,"2020",Sep_2020
-3623044.41978136,677611.951642645,25564,"3174081002",KALIBATA,317408,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,51670,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,334,7,Oct,"2020",Oct_2020
-3623044.41978136,677611.951642645,25564,"3174081002",KALIBATA,317408,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,51670,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,479,9,Nov,"2020",Nov_2020
-3623044.41978136,677611.951642645,25564,"3174081002",KALIBATA,317408,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,51670,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,726,15,Dec,"2020",Dec_2020
-3623044.41978136,677611.951642645,25564,"3174081002",KALIBATA,317408,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,51670,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,1076,19,Jan,"2021",Jan_2021
-3623044.41978136,677611.951642645,25564,"3174081002",KALIBATA,317408,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,51670,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,1422,25,Feb,"2021",Feb_2021
-3623044.41978136,677611.951642645,25564,"3174081002",KALIBATA,317408,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,51670,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,1636,31,Mar,"2021",Mar_2021
-3623044.41978136,677611.951642645,25564,"3174081002",KALIBATA,317408,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,51670,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,1780,33,Apr,"2021",Apr_2021
-3623044.41978136,677611.951642645,25564,"3174081002",KALIBATA,317408,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,51670,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,1897,40,May,"2021",May_2021
-3623044.41978136,677611.951642645,25564,"3174081002",KALIBATA,317408,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,51670,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,2395,44,Jun,"2021",Jun_2021
-3623044.41978136,677611.951642645,25564,"3174081002",KALIBATA,317408,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,51670,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,3851,68,Jul,"2021",Jul_2021
-3623044.41978136,677611.951642645,25564,"3174081002",KALIBATA,317408,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,51670,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,3991,75,Aug,"2021",Aug_2021
-3620863.64009191,678456.934119912,25565,"3174081003",RAWAJATI,317408,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWAJATI,24671,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWA JATI,1,0,Mar,"2020",Mar_2020
-3620863.64009191,678456.934119912,25565,"3174081003",RAWAJATI,317408,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWAJATI,24671,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWA JATI,5,0,Apr,"2020",Apr_2020
-3620863.64009191,678456.934119912,25565,"3174081003",RAWAJATI,317408,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWAJATI,24671,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWA JATI,6,0,May,"2020",May_2020
-3620863.64009191,678456.934119912,25565,"3174081003",RAWAJATI,317408,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWAJATI,24671,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWA JATI,8,0,Jun,"2020",Jun_2020
-3620863.64009191,678456.934119912,25565,"3174081003",RAWAJATI,317408,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWAJATI,24671,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWA JATI,13,0,Jul,"2020",Jul_2020
-3620863.64009191,678456.934119912,25565,"3174081003",RAWAJATI,317408,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWAJATI,24671,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWA JATI,28,0,Aug,"2020",Aug_2020
-3620863.64009191,678456.934119912,25565,"3174081003",RAWAJATI,317408,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWAJATI,24671,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWA JATI,72,0,Sep,"2020",Sep_2020
-3620863.64009191,678456.934119912,25565,"3174081003",RAWAJATI,317408,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWAJATI,24671,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWA JATI,133,0,Oct,"2020",Oct_2020
-3620863.64009191,678456.934119912,25565,"3174081003",RAWAJATI,317408,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWAJATI,24671,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWA JATI,198,1,Nov,"2020",Nov_2020
-3620863.64009191,678456.934119912,25565,"3174081003",RAWAJATI,317408,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWAJATI,24671,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWA JATI,353,2,Dec,"2020",Dec_2020
-3620863.64009191,678456.934119912,25565,"3174081003",RAWAJATI,317408,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWAJATI,24671,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWA JATI,593,6,Jan,"2021",Jan_2021
-3620863.64009191,678456.934119912,25565,"3174081003",RAWAJATI,317408,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWAJATI,24671,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWA JATI,821,8,Feb,"2021",Feb_2021
-3620863.64009191,678456.934119912,25565,"3174081003",RAWAJATI,317408,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWAJATI,24671,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWA JATI,1012,12,Mar,"2021",Mar_2021
-3620863.64009191,678456.934119912,25565,"3174081003",RAWAJATI,317408,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWAJATI,24671,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWA JATI,1111,12,Apr,"2021",Apr_2021
-3620863.64009191,678456.934119912,25565,"3174081003",RAWAJATI,317408,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWAJATI,24671,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWA JATI,1167,14,May,"2021",May_2021
-3620863.64009191,678456.934119912,25565,"3174081003",RAWAJATI,317408,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWAJATI,24671,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWA JATI,1509,17,Jun,"2021",Jun_2021
-3620863.64009191,678456.934119912,25565,"3174081003",RAWAJATI,317408,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWAJATI,24671,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWA JATI,2356,25,Jul,"2021",Jul_2021
-3620863.64009191,678456.934119912,25565,"3174081003",RAWAJATI,317408,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWAJATI,24671,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWA JATI,2452,31,Aug,"2021",Aug_2021
-3622570.75903095,669449.040919854,25572,"3174091004",LENTENG AGUNG,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,65606,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,1,0,Mar,"2020",Mar_2020
-3622570.75903095,669449.040919854,25572,"3174091004",LENTENG AGUNG,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,65606,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,7,0,Apr,"2020",Apr_2020
-3622570.75903095,669449.040919854,25572,"3174091004",LENTENG AGUNG,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,65606,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,18,0,May,"2020",May_2020
-3622570.75903095,669449.040919854,25572,"3174091004",LENTENG AGUNG,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,65606,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,25,0,Jun,"2020",Jun_2020
-3622570.75903095,669449.040919854,25572,"3174091004",LENTENG AGUNG,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,65606,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,38,0,Jul,"2020",Jul_2020
-3622570.75903095,669449.040919854,25572,"3174091004",LENTENG AGUNG,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,65606,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,60,0,Aug,"2020",Aug_2020
-3622570.75903095,669449.040919854,25572,"3174091004",LENTENG AGUNG,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,65606,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,159,0,Sep,"2020",Sep_2020
-3622570.75903095,669449.040919854,25572,"3174091004",LENTENG AGUNG,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,65606,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,264,2,Oct,"2020",Oct_2020
-3622570.75903095,669449.040919854,25572,"3174091004",LENTENG AGUNG,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,65606,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,414,4,Nov,"2020",Nov_2020
-3622570.75903095,669449.040919854,25572,"3174091004",LENTENG AGUNG,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,65606,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,606,8,Dec,"2020",Dec_2020
-3622570.75903095,669449.040919854,25572,"3174091004",LENTENG AGUNG,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,65606,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,1019,11,Jan,"2021",Jan_2021
-3622570.75903095,669449.040919854,25572,"3174091004",LENTENG AGUNG,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,65606,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,1523,14,Feb,"2021",Feb_2021
-3622570.75903095,669449.040919854,25572,"3174091004",LENTENG AGUNG,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,65606,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,1799,23,Mar,"2021",Mar_2021
-3622570.75903095,669449.040919854,25572,"3174091004",LENTENG AGUNG,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,65606,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,1931,25,Apr,"2021",Apr_2021
-3622570.75903095,669449.040919854,25572,"3174091004",LENTENG AGUNG,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,65606,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,2043,27,May,"2021",May_2021
-3622570.75903095,669449.040919854,25572,"3174091004",LENTENG AGUNG,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,65606,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,2524,37,Jun,"2021",Jun_2021
-3622570.75903095,669449.040919854,25572,"3174091004",LENTENG AGUNG,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,65606,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,3954,59,Jul,"2021",Jul_2021
-3622570.75903095,669449.040919854,25572,"3174091004",LENTENG AGUNG,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,65606,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,4147,63,Aug,"2021",Aug_2021
-3624882.27631688,669358.367083694,25569,"3174091001",JAGAKARSA,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,75047,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,3,0,Mar,"2020",Mar_2020
-3624882.27631688,669358.367083694,25569,"3174091001",JAGAKARSA,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,75047,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,16,1,Apr,"2020",Apr_2020
-3624882.27631688,669358.367083694,25569,"3174091001",JAGAKARSA,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,75047,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,19,1,May,"2020",May_2020
-3624882.27631688,669358.367083694,25569,"3174091001",JAGAKARSA,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,75047,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,30,1,Jun,"2020",Jun_2020
-3624882.27631688,669358.367083694,25569,"3174091001",JAGAKARSA,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,75047,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,57,1,Jul,"2020",Jul_2020
-3624882.27631688,669358.367083694,25569,"3174091001",JAGAKARSA,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,75047,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,148,3,Aug,"2020",Aug_2020
-3624882.27631688,669358.367083694,25569,"3174091001",JAGAKARSA,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,75047,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,292,4,Sep,"2020",Sep_2020
-3624882.27631688,669358.367083694,25569,"3174091001",JAGAKARSA,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,75047,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,419,6,Oct,"2020",Oct_2020
-3624882.27631688,669358.367083694,25569,"3174091001",JAGAKARSA,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,75047,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,602,9,Nov,"2020",Nov_2020
-3624882.27631688,669358.367083694,25569,"3174091001",JAGAKARSA,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,75047,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,875,15,Dec,"2020",Dec_2020
-3624882.27631688,669358.367083694,25569,"3174091001",JAGAKARSA,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,75047,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,1707,27,Jan,"2021",Jan_2021
-3624882.27631688,669358.367083694,25569,"3174091001",JAGAKARSA,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,75047,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,2324,40,Feb,"2021",Feb_2021
-3624882.27631688,669358.367083694,25569,"3174091001",JAGAKARSA,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,75047,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,2664,48,Mar,"2021",Mar_2021
-3624882.27631688,669358.367083694,25569,"3174091001",JAGAKARSA,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,75047,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,2897,51,Apr,"2021",Apr_2021
-3624882.27631688,669358.367083694,25569,"3174091001",JAGAKARSA,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,75047,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,3041,54,May,"2021",May_2021
-3624882.27631688,669358.367083694,25569,"3174091001",JAGAKARSA,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,75047,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,3805,62,Jun,"2021",Jun_2021
-3624882.27631688,669358.367083694,25569,"3174091001",JAGAKARSA,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,75047,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,6196,89,Jul,"2021",Jul_2021
-3624882.27631688,669358.367083694,25569,"3174091001",JAGAKARSA,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,75047,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,6547,97,Aug,"2021",Aug_2021
-3626861.71505986,665443.305573707,25574,"3174091006",CIPEDAK,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,45772,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,1,0,Mar,"2020",Mar_2020
-3626861.71505986,665443.305573707,25574,"3174091006",CIPEDAK,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,45772,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,4,0,Apr,"2020",Apr_2020
-3626861.71505986,665443.305573707,25574,"3174091006",CIPEDAK,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,45772,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,8,0,May,"2020",May_2020
-3626861.71505986,665443.305573707,25574,"3174091006",CIPEDAK,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,45772,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,14,0,Jun,"2020",Jun_2020
-3626861.71505986,665443.305573707,25574,"3174091006",CIPEDAK,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,45772,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,28,0,Jul,"2020",Jul_2020
-3626861.71505986,665443.305573707,25574,"3174091006",CIPEDAK,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,45772,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,49,0,Aug,"2020",Aug_2020
-3626861.71505986,665443.305573707,25574,"3174091006",CIPEDAK,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,45772,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,126,2,Sep,"2020",Sep_2020
-3626861.71505986,665443.305573707,25574,"3174091006",CIPEDAK,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,45772,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,259,3,Oct,"2020",Oct_2020
-3626861.71505986,665443.305573707,25574,"3174091006",CIPEDAK,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,45772,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,381,3,Nov,"2020",Nov_2020
-3626861.71505986,665443.305573707,25574,"3174091006",CIPEDAK,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,45772,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,570,6,Dec,"2020",Dec_2020
-3626861.71505986,665443.305573707,25574,"3174091006",CIPEDAK,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,45772,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,875,7,Jan,"2021",Jan_2021
-3626861.71505986,665443.305573707,25574,"3174091006",CIPEDAK,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,45772,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,1179,13,Feb,"2021",Feb_2021
-3626861.71505986,665443.305573707,25574,"3174091006",CIPEDAK,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,45772,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,1388,14,Mar,"2021",Mar_2021
-3626861.71505986,665443.305573707,25574,"3174091006",CIPEDAK,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,45772,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,1531,14,Apr,"2021",Apr_2021
-3626861.71505986,665443.305573707,25574,"3174091006",CIPEDAK,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,45772,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,1609,16,May,"2021",May_2021
-3626861.71505986,665443.305573707,25574,"3174091006",CIPEDAK,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,45772,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,1992,19,Jun,"2021",Jun_2021
-3626861.71505986,665443.305573707,25574,"3174091006",CIPEDAK,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,45772,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,3118,42,Jul,"2021",Jul_2021
-3626861.71505986,665443.305573707,25574,"3174091006",CIPEDAK,317409,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,45772,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,3311,48,Aug,"2021",Aug_2021
-3632682.15625199,676097.054095282,25576,"3174101002",BINTARO,317410,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,63832,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,5,3,Mar,"2020",Mar_2020
-3632682.15625199,676097.054095282,25576,"3174101002",BINTARO,317410,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,63832,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,23,6,Apr,"2020",Apr_2020
-3632682.15625199,676097.054095282,25576,"3174101002",BINTARO,317410,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,63832,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,28,6,May,"2020",May_2020
-3632682.15625199,676097.054095282,25576,"3174101002",BINTARO,317410,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,63832,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,51,7,Jun,"2020",Jun_2020
